"","JM1710_Coe_Spring_Run","JM1711_Paradise_Park_Spring","JM1716_Bell_Spring","JM1717_Buzzard_Fountain","JM1719_Palmer_B","JM1722_James_Spring","JM1724_Lolo_Spring","JM1726_Choss_Seep","JM1727_Zigzag_Spring","JM1728_Coe_Spring_B","JM1766_James_Spring","JM1767_Sandy_Creek_Trib.","JM1776_Buzzard_Fountain","JM1778_Paradise_Park_Spring","JM1785_Choss_Seep"
"Otu03024",7,0,4,0,0,0,0,0,0,9,2,0,0,0,2
"Otu03025",1,0,0,0,0,0,0,0,0,10,9,0,0,0,0
"Otu03026",0,0,1,0,0,0,0,0,0,0,0,19,0,0,1
"Otu03027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03028",3,0,0,0,0,11,0,0,0,14,2,1,0,0,0
"Otu03029",0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
"Otu03030",9,0,0,0,0,9,0,1,0,0,0,1,0,0,0
"Otu03032",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu03033",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Otu03034",10,0,0,0,0,5,5,0,0,6,0,0,0,3,0
"Otu03036",0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu03037",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Otu03040",1,1,1,5,1,0,0,0,0,4,0,0,0,0,0
"Otu03041",0,0,1,0,1,0,0,0,0,0,0,5,12,0,0
"Otu03042",8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu03043",5,1,2,1,0,1,2,0,1,0,0,0,0,0,0
"Otu03044",0,0,1,0,0,0,0,0,1,3,2,3,0,0,0
"Otu03045",11,0,6,0,0,0,0,0,0,1,0,1,0,0,0
"Otu03047",0,0,0,1,7,0,6,0,0,0,0,1,0,1,0
"Otu03048",7,1,1,6,0,0,0,0,0,0,0,5,0,0,0
"Otu03049",0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu03050",4,0,0,0,0,5,0,0,0,5,0,0,0,0,1
"Otu03052",0,0,1,0,0,0,0,0,0,0,23,0,0,0,0
"Otu03054",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03055",2,2,0,0,0,4,0,0,0,2,6,1,0,0,0
"Otu03058",14,0,4,0,0,5,1,0,0,0,0,0,0,0,0
"Otu03060",0,0,0,4,0,0,0,0,0,0,11,0,0,0,0
"Otu03061",9,3,14,0,0,3,0,0,0,0,0,0,0,0,0
"Otu03062",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03063",0,7,0,3,0,0,0,0,0,1,0,0,0,0,0
"Otu03065",7,0,0,5,0,0,0,0,0,2,0,0,0,0,0
"Otu03066",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu03068",9,0,3,1,0,4,0,0,0,1,3,0,0,0,0
"Otu03070",4,0,1,0,0,1,12,0,0,0,0,0,0,0,0
"Otu03072",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Otu03073",0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
"Otu03075",20,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03077",0,0,0,0,0,2,0,0,0,0,0,0,0,13,0
"Otu03078",0,0,0,0,0,14,0,0,1,14,0,0,0,7,0
"Otu03081",0,0,0,9,1,0,1,0,0,0,0,0,0,0,0
"Otu03082",5,0,0,0,8,0,1,0,0,0,0,0,0,0,0
"Otu03083",0,0,0,0,0,3,0,0,0,0,2,1,0,0,10
"Otu03084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03085",0,0,0,0,0,0,0,11,0,2,0,0,0,0,0
"Otu03087",0,0,0,0,0,0,0,12,0,0,6,0,0,0,0
"Otu03088",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu03089",5,0,2,2,0,0,0,0,0,14,0,2,0,0,0
"Otu03091",14,0,2,4,0,0,0,0,0,0,0,0,0,0,3
"Otu03093",0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
"Otu03094",7,0,0,1,0,2,0,0,0,18,0,1,0,0,0
"Otu03095",2,0,19,0,0,1,0,0,0,0,0,2,0,0,6
"Otu03096",3,0,26,0,0,1,0,0,0,0,0,0,0,0,0
"Otu03098",9,0,3,0,0,0,0,0,0,0,0,0,0,0,3
"Otu03099",1,1,2,1,2,0,0,2,0,0,0,0,0,2,0
"Otu03100",11,0,0,0,0,4,0,0,0,18,0,0,0,0,0
"Otu03102",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"Otu03103",0,0,0,0,0,0,0,0,0,5,0,1,0,1,0
"Otu03105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03106",0,1,0,0,1,0,0,0,0,0,0,0,0,4,0
"Otu03108",6,0,3,0,0,25,2,0,2,1,0,1,0,0,0
"Otu03109",1,0,0,0,0,0,2,0,0,10,0,3,0,4,0
"Otu03112",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"Otu03113",0,0,15,0,0,2,0,0,0,0,1,1,0,0,1
"Otu03117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03118",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"Otu03119",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"Otu03121",0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
"Otu03123",0,0,0,0,0,0,0,2,6,4,1,0,2,0,0
"Otu03124",4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Otu03126",3,0,1,0,1,4,3,0,0,1,3,1,0,0,1
"Otu03127",4,0,0,0,0,7,0,0,0,0,2,0,0,0,4
"Otu03128",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Otu03129",10,0,5,0,0,4,0,0,0,1,0,0,0,0,0
"Otu03132",1,0,36,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03134",0,0,0,0,0,0,0,0,0,0,8,0,0,0,5
"Otu03135",7,0,4,7,0,0,0,0,0,7,0,0,0,0,0
"Otu03136",20,0,2,0,0,1,0,0,0,0,0,3,0,0,0
"Otu03137",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"Otu03138",7,0,1,0,0,6,0,0,0,0,0,0,0,0,0
"Otu03139",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"Otu03140",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03141",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"Otu03142",19,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu03143",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Otu03144",0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
"Otu03148",0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
"Otu03149",0,0,0,0,0,1,0,0,0,0,14,0,0,0,0
"Otu03151",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03152",3,5,1,0,1,0,0,0,0,0,0,0,0,2,0
"Otu03153",1,0,2,0,0,1,0,0,0,8,1,6,0,0,0
"Otu03155",0,0,0,0,0,0,1,0,0,0,0,7,0,0,0
"Otu03158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03159",9,0,4,0,3,0,0,0,0,0,0,0,0,1,0
"Otu03162",0,0,6,0,0,0,1,2,0,0,0,3,0,0,0
"Otu03164",2,0,1,1,0,3,1,0,0,0,1,2,0,0,0
"Otu03165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03166",0,0,0,1,14,0,0,0,0,0,0,0,0,0,0
"Otu03167",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03168",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03171",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03172",8,0,2,0,0,4,0,0,0,8,0,2,0,0,0
"Otu03174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03175",0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu03176",0,1,0,0,0,7,0,9,0,2,0,0,0,4,0
"Otu03177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03178",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu03180",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"Otu03181",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"Otu03183",6,0,0,11,0,0,0,0,0,1,0,0,0,0,0
"Otu03184",1,0,13,0,0,7,0,0,0,0,1,0,0,0,0
"Otu03185",0,0,0,1,0,7,10,0,0,0,1,1,0,0,0
"Otu03186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Otu03187",0,0,0,0,0,5,0,2,1,0,0,1,0,5,0
"Otu03189",4,0,2,1,1,4,0,0,0,0,4,0,0,1,0
"Otu03190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03191",4,1,0,0,0,4,0,0,0,1,0,2,0,0,2
"Otu03192",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Otu03195",0,0,0,1,0,0,1,0,0,3,0,1,0,4,0
"Otu03196",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03197",3,6,0,0,0,3,0,0,0,0,0,0,0,0,6
"Otu03198",6,0,0,0,5,0,0,6,0,0,0,0,0,0,0
"Otu03199",12,0,7,1,0,6,0,0,0,6,0,0,0,0,1
"Otu03200",0,0,17,4,0,0,0,0,0,0,0,0,0,0,0
"Otu03201",0,0,0,1,0,0,0,0,0,0,5,0,0,0,6
"Otu03202",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Otu03204",1,0,15,0,0,2,0,0,0,0,0,0,0,0,0
"Otu03205",2,0,0,0,0,26,0,0,0,0,1,0,0,0,0
"Otu03206",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"Otu03207",0,0,0,1,0,0,0,0,0,0,4,0,0,2,0
"Otu03208",0,0,0,0,13,0,0,0,0,0,0,0,0,2,0
"Otu03209",24,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Otu03210",0,2,1,0,0,7,0,0,0,1,7,0,0,0,0
"Otu03212",0,0,0,0,1,1,0,0,0,0,7,0,0,0,1
"Otu03213",4,0,0,1,0,2,9,4,0,2,0,1,0,0,0
"Otu03214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03215",8,0,7,0,3,0,0,0,0,0,0,0,0,0,0
"Otu03218",0,3,2,0,0,4,1,0,0,1,0,3,0,0,0
"Otu03219",0,0,0,0,0,0,8,3,0,0,0,0,0,0,0
"Otu03220",0,0,0,0,0,0,0,0,0,0,6,0,0,0,1
"Otu03221",7,0,0,3,0,2,0,0,0,0,0,1,0,0,0
"Otu03222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03224",2,0,6,0,0,1,1,0,0,1,0,5,0,0,0
"Otu03225",1,0,1,1,2,0,3,0,0,3,0,2,0,2,0
"Otu03226",0,0,3,0,0,6,4,0,0,0,0,4,0,1,0
"Otu03227",0,0,0,0,2,0,0,0,0,0,4,0,0,0,0
"Otu03228",12,1,0,0,0,3,1,0,0,4,0,0,0,1,0
"Otu03229",1,0,1,1,0,0,0,0,0,0,7,4,0,0,0
"Otu03230",0,0,5,0,0,0,3,0,0,0,1,0,0,2,0
"Otu03231",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu03232",0,0,0,0,0,0,4,0,0,0,0,7,0,0,0
"Otu03233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03234",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu03235",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu03236",6,0,8,0,0,1,1,0,0,0,0,0,0,0,0
"Otu03237",2,0,6,4,0,0,2,0,0,4,1,0,0,0,0
"Otu03239",0,0,0,4,0,0,0,0,0,0,5,0,0,0,0
"Otu03240",0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
"Otu03241",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu03242",5,2,0,0,0,5,0,0,0,12,1,0,0,0,0
"Otu03243",3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu03245",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03248",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"Otu03249",1,0,0,0,0,0,3,0,0,0,1,1,0,0,0
"Otu03250",2,0,0,0,0,0,0,0,0,0,1,0,0,4,13
"Otu03252",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu03253",0,0,30,0,0,2,0,0,0,0,0,0,0,0,0
"Otu03254",0,0,0,8,0,0,0,0,0,0,2,0,0,0,0
"Otu03255",5,0,0,0,0,4,4,3,0,0,0,0,0,0,0
"Otu03256",2,0,4,2,0,7,0,0,0,0,10,0,0,0,0
"Otu03257",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Otu03258",0,0,0,2,0,0,0,0,0,0,0,1,0,5,0
"Otu03259",0,7,2,0,0,0,1,0,0,0,0,0,0,0,0
"Otu03260",0,0,7,0,0,0,0,0,0,0,7,4,0,0,0
"Otu03262",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"Otu03263",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03264",2,0,0,0,0,1,2,4,0,10,0,0,0,0,0
"Otu03265",2,0,1,0,0,7,0,0,0,0,0,3,0,2,0
"Otu03266",3,0,4,2,0,0,0,2,1,6,0,0,0,0,0
"Otu03267",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03270",4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03271",5,0,0,0,0,0,0,0,0,0,2,3,0,0,0
"Otu03272",0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"Otu03273",12,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"Otu03274",19,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu03275",0,0,0,1,0,0,0,0,0,5,1,0,0,0,0
"Otu03278",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"Otu03279",12,0,19,0,0,5,0,0,0,0,0,0,0,0,0
"Otu03280",5,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu03281",0,0,0,7,0,0,3,0,0,0,0,0,0,0,10
"Otu03282",0,0,0,0,0,0,5,0,0,3,0,1,2,0,0
"Otu03283",0,0,0,0,0,0,8,0,0,0,2,0,0,1,2
"Otu03285",1,0,0,1,2,4,0,0,0,0,2,4,0,4,1
"Otu03286",0,0,0,0,0,4,0,0,0,0,5,0,0,0,6
"Otu03287",0,0,0,0,0,0,0,0,0,21,3,0,0,0,0
"Otu03288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03289",0,0,0,0,0,5,0,0,0,0,1,0,0,0,1
"Otu03290",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu03291",0,0,5,0,0,0,6,0,0,0,0,0,0,0,0
"Otu03292",4,5,0,8,0,0,0,0,0,0,0,0,0,1,0
"Otu03294",5,0,1,0,0,1,0,0,0,6,0,1,0,0,1
"Otu03295",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"Otu03296",9,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"Otu03298",5,0,13,0,0,1,0,4,0,1,0,1,0,0,2
"Otu03299",0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
"Otu03300",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu03302",8,0,0,6,0,0,0,0,0,5,0,1,0,0,0
"Otu03303",0,0,2,1,0,4,0,0,1,4,2,3,0,0,1
"Otu03304",7,0,1,4,0,1,0,0,0,0,0,1,0,0,5
"Otu03305",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu03306",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"Otu03307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03308",5,0,1,0,0,6,2,0,0,2,0,3,0,0,2
"Otu03309",5,0,2,0,0,5,0,0,0,5,0,1,0,1,3
"Otu03310",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Otu03311",0,1,0,0,0,6,0,0,0,0,14,0,0,0,0
"Otu03312",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"Otu03313",3,0,0,0,0,9,0,0,0,0,0,1,0,0,9
"Otu03315",0,0,0,1,0,3,0,0,0,0,0,0,0,4,0
"Otu03316",0,1,1,0,0,13,0,0,0,0,4,0,0,0,0
"Otu03317",11,0,5,4,0,2,0,0,0,0,1,1,0,0,1
"Otu03318",9,0,0,0,1,0,0,0,3,0,0,6,0,0,0
"Otu03319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03320",4,0,0,1,0,0,0,1,0,9,0,3,0,0,1
"Otu03321",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Otu03322",4,0,0,0,0,12,0,0,0,1,0,0,0,0,15
"Otu03323",4,0,3,2,0,7,0,0,0,3,0,1,0,0,0
"Otu03324",10,0,11,0,0,2,0,0,0,4,0,0,0,0,0
"Otu03325",7,0,1,2,0,3,0,1,0,1,0,3,0,0,0
"Otu03327",0,0,0,0,0,0,6,0,0,0,0,0,0,3,0
"Otu03328",7,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"Otu03330",0,0,1,10,0,0,0,0,0,0,1,1,0,0,0
"Otu03332",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"Otu03334",0,0,2,0,0,6,0,0,0,0,0,8,0,0,0
"Otu03335",5,0,1,5,0,3,2,0,0,2,0,2,0,0,0
"Otu03336",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"Otu03337",2,0,0,1,0,7,0,0,0,0,0,0,0,0,0
"Otu03338",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Otu03339",0,0,0,0,0,0,6,0,0,5,0,0,0,0,0
"Otu03340",0,0,0,2,0,0,4,0,0,0,1,0,0,0,0
"Otu03341",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"Otu03342",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"Otu03344",0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"Otu03345",4,0,2,0,0,14,0,0,0,3,2,0,0,0,0
"Otu03346",9,0,1,0,0,5,0,2,0,10,2,0,0,0,1
"Otu03348",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Otu03349",0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
"Otu03350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03351",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu03354",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03359",2,0,4,0,0,5,0,0,0,9,4,4,0,0,1
"Otu03360",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"Otu03362",0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"Otu03363",0,2,0,0,0,21,0,0,0,0,0,0,0,0,0
"Otu03364",0,0,26,0,0,2,0,0,0,0,0,0,0,0,0
"Otu03365",15,1,2,0,0,2,0,0,0,0,0,0,0,0,0
"Otu03366",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Otu03367",0,7,0,4,2,0,0,1,0,0,1,0,0,0,0
"Otu03368",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Otu03369",1,0,1,0,0,1,0,0,0,7,2,0,0,0,0
"Otu03370",0,5,0,0,0,0,0,0,0,1,5,0,0,0,0
"Otu03373",0,0,0,0,0,0,0,10,0,0,7,0,0,0,0
"Otu03375",1,0,0,2,12,0,1,0,0,0,0,0,0,0,0
"Otu03376",0,0,0,10,0,0,0,0,0,4,0,0,0,1,0
"Otu03380",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"Otu03381",1,0,0,0,0,0,10,0,0,0,1,1,0,0,0
"Otu03382",0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
"Otu03383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03385",0,0,0,6,0,0,3,0,0,0,0,0,0,3,0
"Otu03387",0,0,1,0,0,1,0,0,0,4,0,0,0,1,0
"Otu03388",7,0,0,0,0,5,0,0,0,2,2,0,0,0,2
"Otu03390",0,4,1,0,0,4,0,0,0,6,3,0,0,0,0
"Otu03391",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"Otu03392",0,0,0,1,0,4,2,0,0,1,0,1,0,0,0
"Otu03393",0,0,0,0,0,0,1,0,0,0,4,0,0,2,0
"Otu03395",0,0,1,0,0,0,0,0,0,0,2,0,0,4,2
"Otu03397",6,1,0,0,0,4,0,0,0,10,1,0,0,0,0
"Otu03399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03400",1,0,12,1,0,3,0,0,0,2,2,3,0,0,0
"Otu03401",0,0,1,0,0,0,0,0,0,0,11,0,0,0,0
"Otu03402",10,0,0,0,0,1,0,0,0,0,0,6,0,0,0
"Otu03403",0,0,0,13,0,0,0,5,0,0,0,0,0,0,0
"Otu03404",5,0,5,0,0,1,0,0,0,0,2,1,0,0,0
"Otu03405",20,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"Otu03406",5,0,0,3,5,0,0,0,0,1,0,0,0,0,0
"Otu03407",2,0,0,4,1,0,0,0,0,0,0,0,0,1,0
"Otu03410",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03411",0,0,0,0,1,0,5,2,5,0,0,0,0,1,0
"Otu03416",1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu03419",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"Otu03420",0,0,0,0,0,14,0,0,0,8,0,0,0,0,0
"Otu03421",2,0,13,0,0,0,0,0,0,3,1,0,0,0,0
"Otu03422",13,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Otu03423",2,0,0,0,0,0,5,2,0,0,0,0,0,0,1
"Otu03424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03425",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"Otu03426",0,0,0,0,0,4,11,0,0,0,0,0,0,0,0
"Otu03427",0,2,7,0,0,0,0,1,0,0,6,1,0,0,0
"Otu03428",3,0,3,2,0,2,3,0,0,0,0,4,0,0,0
"Otu03430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03433",0,0,0,0,1,0,5,0,0,0,0,0,0,8,0
"Otu03434",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu03436",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"Otu03437",5,0,2,3,0,2,0,1,0,2,2,0,0,0,0
"Otu03438",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Otu03440",0,1,8,0,0,2,0,3,0,0,1,0,0,0,0
"Otu03442",4,0,2,0,0,0,0,0,0,15,5,0,0,0,0
"Otu03443",5,0,5,1,0,2,0,0,0,2,0,1,0,1,0
"Otu03447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03449",0,0,0,0,0,0,0,0,0,0,11,0,0,0,1
"Otu03450",10,1,0,2,0,1,0,0,0,0,0,1,0,0,0
"Otu03451",8,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu03452",0,0,0,4,0,0,0,0,0,0,0,12,0,0,0
"Otu03453",0,0,0,0,0,0,0,0,0,4,0,0,10,0,0
"Otu03454",0,0,0,0,0,0,0,0,0,0,3,0,18,0,4
"Otu03455",0,0,0,0,0,5,0,0,0,23,0,0,0,0,0
"Otu03456",0,0,0,7,6,0,0,0,0,0,0,0,0,0,0
"Otu03457",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu03458",3,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Otu03459",18,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu03460",0,0,0,0,3,0,0,0,0,0,2,1,0,0,0
"Otu03461",3,0,0,1,0,0,0,0,0,16,0,2,0,0,0
"Otu03462",7,0,0,1,0,1,0,2,0,1,0,0,0,0,0
"Otu03465",5,0,0,0,1,4,0,0,0,9,0,0,0,0,0
"Otu03466",13,0,2,1,0,1,0,1,0,0,0,1,0,0,0
"Otu03471",0,1,1,0,0,12,1,2,0,0,1,1,0,0,1
"Otu03472",1,1,9,0,0,1,0,0,3,0,0,3,0,0,0
"Otu03473",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu03474",0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
"Otu03475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03479",2,0,2,0,0,1,0,0,3,8,0,0,0,0,0
"Otu03481",6,1,2,0,0,6,0,0,0,1,2,0,0,0,2
"Otu03483",2,0,3,0,0,0,3,6,0,0,0,1,0,0,0
"Otu03484",3,0,0,0,0,0,0,2,0,0,5,0,0,0,0
"Otu03485",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu03486",0,0,1,0,0,0,0,0,0,22,0,0,0,0,0
"Otu03487",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu03489",0,0,6,0,0,0,0,0,0,8,0,1,0,0,2
"Otu03491",0,9,0,0,0,2,0,0,0,0,5,0,0,0,0
"Otu03493",0,0,0,0,0,0,8,0,0,1,0,0,0,0,0
"Otu03494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03495",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu03496",0,0,0,1,0,0,14,0,0,0,0,0,0,0,0
"Otu03497",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Otu03498",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu03499",14,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu03500",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu03501",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"Otu03502",5,0,2,0,0,7,0,0,0,1,0,1,0,0,0
"Otu03504",1,0,3,0,0,28,0,0,0,0,0,0,0,0,2
"Otu03506",2,0,1,0,0,0,0,0,0,12,0,0,0,0,0
"Otu03508",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03509",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu03511",0,0,0,3,0,0,0,0,0,0,0,0,0,8,0
"Otu03512",0,0,0,0,0,0,8,0,0,0,4,1,0,0,0
"Otu03514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03516",0,0,2,8,0,0,0,0,18,0,0,0,0,0,0
"Otu03518",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"Otu03519",0,0,5,0,0,2,0,0,0,0,1,1,0,0,0
"Otu03520",0,0,0,0,7,0,0,0,0,0,0,0,1,0,0
"Otu03521",0,0,1,0,1,0,0,0,0,0,0,4,0,0,0
"Otu03523",0,0,2,0,0,1,5,1,0,0,0,2,0,0,0
"Otu03524",9,0,0,2,0,3,0,0,0,0,0,0,0,0,0
"Otu03526",0,1,3,0,1,5,0,0,0,1,2,2,0,0,0
"Otu03527",2,0,0,0,0,0,1,0,0,0,0,4,0,2,4
"Otu03529",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"Otu03531",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03533",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"Otu03535",2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"Otu03536",0,0,7,0,0,3,3,0,0,2,4,0,0,0,0
"Otu03537",0,7,0,0,0,6,2,0,0,0,0,0,0,0,1
"Otu03538",0,0,0,6,0,1,0,0,0,0,8,0,0,0,0
