"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu00241","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84_ge"
"Otu00242","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"Otu00243","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","PLTA13_fa","PLTA13_ge"
"Otu00244","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_17","Subgroup_17_fa","Subgroup_17_ge"
"Otu00245","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured"
"Otu00246","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group_ge"
"Otu00247","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","A0839_ge"
"Otu00248","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24_fa","CCD24_ge"
"Otu00249","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu00250","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00251","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu00252","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00253","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41_ge"
"Otu00254","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu00255","Bacteria","Actinobacteriota","MB-A2-108","MB-A2-108_or","MB-A2-108_fa","MB-A2-108_ge"
"Otu00256","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","cvE6_ge"
"Otu00257","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Otu00258","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00259","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"Otu00260","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter"
"Otu00261","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"Otu00262","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira"
"Otu00263","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"Otu00264","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu00265","Bacteria","Chloroflexi","AD3","AD3_or","AD3_fa","AD3_ge"
"Otu00266","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured"
"Otu00267","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified"
"Otu00268","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu00269","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"Otu00270","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00271","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge"
"Otu00272","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu00273","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Phormidium_CYN64"
"Otu00274","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"Otu00275","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66_or","JG30-KF-CM66_fa","JG30-KF-CM66_ge"
"Otu00276","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Flectobacillus"
"Otu00277","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae_unclassified"
"Otu00278","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu00279","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Otu00280","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"Otu00281","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae","Candidatus_Nitrosotalea"
"Otu00282","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"Otu00283","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured"
"Otu00284","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter"
"Otu00285","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV008"
"Otu00286","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu00287","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Elstera"
"Otu00288","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfatitalea"
"Otu00289","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu00290","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"Otu00291","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"Otu00292","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Otu00293","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"Otu00294","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Otu00295","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00296","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"Otu00297","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu00298","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_or","Acidobacteriae_fa","Paludibaculum"
"Otu00299","Bacteria","Actinobacteriota","Actinobacteria","PeM15","PeM15_fa","PeM15_ge"
"Otu00300","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylobacillus"
"Otu00301","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"Otu00302","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured"
"Otu00303","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"Otu00305","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00306","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu00307","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu00308","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_9"
"Otu00309","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20_ge"
"Otu00310","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales_fa","Omnitrophales_ge"
"Otu00311","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"Otu00312","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"Otu00313","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagales_unclassified","Cytophagales_unclassified"
"Otu00314","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_9"
"Otu00315","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00316","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00317","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00318","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"Otu00319","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00321","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00323","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Calothrix_KVSF5"
"Otu00324","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"Otu00325","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","A0839_ge"
"Otu00326","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"Otu00327","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu00328","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured_ge"
"Otu00329","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00330","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00331","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured_fa","uncultured_ge"
"Otu00332","Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7429"
"Otu00333","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00334","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00335","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured_ge"
"Otu00336","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckiaceae_unclassified"
"Otu00337","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"Otu00338","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00339","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge"
"Otu00340","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"Otu00341","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu00342","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00343","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_17","Subgroup_17_fa","Subgroup_17_ge"
"Otu00344","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"Otu00345","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00346","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Otu00347","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"Otu00348","Bacteria","Chloroflexi","Dehalococcoidia","S085","S085_fa","S085_ge"
"Otu00349","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"Otu00350","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00351","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6"
"Otu00352","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Isosphaeraceae_unclassified"
"Otu00353","Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage_or","Pla4_lineage_fa","Pla4_lineage_ge"
"Otu00354","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"Otu00355","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured"
"Otu00356","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Deefgea"
"Otu00357","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae_ge"
"Otu00358","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"Otu00360","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00361","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00362","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767_ge"
"Otu00363","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Uliginosibacterium"
"Otu00364","Bacteria","Verrucomicrobiota","Verrucomicrobiae","S-BQ2-57_soil_group","S-BQ2-57_soil_group_fa","S-BQ2-57_soil_group_ge"
"Otu00365","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu00366","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu00367","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00368","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu00369","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu00370","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_13"
"Otu00371","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"Otu00372","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu00373","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"Otu00375","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured_ge"
"Otu00376","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus"
"Otu00377","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00378","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"Otu00379","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus"
"Otu00380","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified"
"Otu00381","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriia_unclassified","Cyanobacteriia_unclassified","Cyanobacteriia_unclassified"
"Otu00382","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured"
"Otu00383","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu00384","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Granulicella"
"Otu00385","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu00386","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu00387","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Candidatus_Obscuribacter"
"Otu00388","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus"
"Otu00389","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00391","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae_unclassified"
"Otu00392","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"Otu00393","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured"
"Otu00394","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu00395","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17_ge"
"Otu00396","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SH3-11"
"Otu00397","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia"
"Otu00398","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"Otu00399","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17_ge"
"Otu00400","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured"
"Otu00402","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"Otu00403","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured"
"Otu00404","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84_ge"
"Otu00405","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41_ge"
"Otu00406","Bacteria","Proteobacteria","Gammaproteobacteria","JG36-TzT-191","JG36-TzT-191_fa","JG36-TzT-191_ge"
"Otu00407","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00408","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Otu00409","Bacteria","Chloroflexi","Dehalococcoidia","S085","S085_fa","S085_ge"
"Otu00410","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"Otu00411","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu00412","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured"
"Otu00413","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"Otu00414","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"Otu00415","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Otu00416","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovarius"
"Otu00417","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea"
"Otu00418","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","KF-JG30-B3_ge"
"Otu00419","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"Otu00420","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
